연번,호선,역명,장비,호기,승강기번호,운행구간(공사기준),설치위치,운행구간(자체조사)
828,5,장한평,E/S,4,1809-106,F1-B1,외부,BM1-지상(#3 출구)
829,5,군자,E/S,1,1802-499,F1-BM1,외부,BM1-지상(#5 출구)
830,5,군자,E/S,2,1802-500,F1-BM1,외부,BM1-지상(#5 출구)
831,5,군자,E/S,3,1808-589,F1-BM1,외부,대합(BM1)-지상(#4 출구)
832,5,군자,E/S,4,1808-590,F1-BM1,외부,대합(BM1)-지상(#4 출구)
833,5,군자,E/S,5,1811-760,B1-F1,,대합(B1)-지상(F1)
834,5,군자,E/S,6,1811-761,F1-B1,,지상(F1)-대합(B1)
835,5,아차산,E/S,1,1803-348,F1-B1,외부,대합(B1)-지상(#1 출구)
836,5,아차산,E/S,2,1803-349,F1-B1,외부,대합(B1)-지상(#1 출구)
837,5,아차산,E/S,3,1809-087,B1-B2,내부,BM2-대합(B1)
838,5,아차산,E/S,4,1809-088,B1-B2,내부,BM2-대합(B1)
839,5,아차산,E/S,5,1809-085,F1-B1,외부,대합(B1)-지상(#3 출구)
840,5,아차산,E/S,6,1809-086,F1-B1,외부,대합(B1)-지상(#3 출구)
841,5,아차산,E/S,7,1811-617,F1-B1,외부,대합(B1)-지상(#2 출구)
842,5,아차산,E/S,8,1811-618,F1-B1,외부,대합(B1)-지상(#2 출구)
843,5,광나루,E/S,1,1809-100,F1-BM1,외부,BM1-지상(#4 출구)
844,5,광나루,E/S,2,1809-099,F1-BM1,외부,BM1-지상(#4 출구)
845,5,광나루,E/S,3,1800-903,F1-B1,외부,대합(B1)-지상(#3 출구)
846,5,광나루,E/S,4,1800-904,F1-B1,외부,대합(B1)-지상(#3 출구)
847,5,천호,E/S,1,1802-885,B1-B2,내부,대합(B2)-대합(B1)
848,5,천호,E/S,2,1802-886,B1-B2,내부,대합(B2)-대합(B1)
849,5,천호,E/S,3,1802-887,F1-BM1,외부,BM1-지상(#2 출구)
850,5,천호,E/S,4,1802-888,F1-BM1,외부,BM1-지상(#2 출구)
851,5,천호,E/S,5,1802-889,F1-B1,외부,대합(B1)-지상(#7 출구)
852,5,천호,E/S,6,1802-890,F1-B1,외부,대합(B1)-지상(#7 출구)
853,5,천호,E/S,7,1802-891,F1-B1,외부,대합(B1)-지상(#8 출구)
854,5,천호,E/S,8,1802-892,F1-B1,외부,대합(B1)-지상(#8 출구)
855,5,천호,E/S,9,1805-218,F1-BM1,외부,BM1-지상(#9 출구)
856,5,천호,E/S,10,1805-219,F1-BM1,외부,BM1-지상(#9 출구)
857,5,천호,E/S,11,1805-653,F1-BM1,외부,BM1-지상(#5 출구)
858,5,천호,E/S,12,1805-654,F1-BM1,외부,BM1-지상(#5 출구)
859,5,천호,E/S,13,1807-909,F1-BM1,외부,BM1-지상(#10 출구)
860,5,천호,E/S,14,1807-910,F1-BM1,외부,BM1-지상(#10 출구)
861,5,천호,E/S,15,1810-789,B1-F1,외부,
862,5,천호,E/S,16,1810-790,B1-F1,외부,
863,5,강동,E/S,1,1802-833,B1-B3,내부,대합(B3)-대합(B1)
864,5,강동,E/S,2,1802-834,B1-B3,내부,대합(B3)-대합(B1)
865,5,강동,E/S,3,1805-630,B1-B3,내부,대합(B3)-대합(B1)
866,5,강동,E/S,4,1802-835,B1-B3,내부,대합(B3)-대합(B1)
867,5,강동,E/S,5,1802-523,B3-B4,내부,상/승강(B4)-대합(B3)
868,5,강동,E/S,6,1802-524,B3-B4,내부,상/승강(B4)-대합(B3)
869,5,강동,E/S,7,1802-525,B3-B4,내부,하/승강(B4)-대합(B3)
870,5,강동,E/S,8,1802-526,B3-B4,내부,하/승강(B4)-대합(B3)
871,5,강동,E/S,11,1805-633,F1-B1,외부,대합(B1)-지상(#4 출구)
872,5,강동,E/S,12,1805-634,F1-B1,외부,대합(B1)-지상(#4 출구)
873,5,강동,E/S,13,1811-634,F1-B1,외부,
874,5,강동,E/S,14,1811-633,F1-B1,외부,
875,5,강동,E/S,15,1811-636,BM1-B1,외부,
876,5,강동,E/S,16,1811-635,BM1-B1,외부,
877,5,길동,E/S,1,1808-893,B1-B2,내부,BM2-대합(B1)
878,5,길동,E/S,2,1808-894,B1-B2,내부,BM2-대합(B1)
879,5,길동,E/S,3,1808-895,BM1-B1,내부,대합(B1)-BM1
880,5,굽은다리,E/S,1,1801-838,F1-B1,외부,대합(B1)-지상(#1 출구)
881,5,굽은다리,E/S,2,1801-839,F1-B1,외부,대합(B1)-지상(#1 출구)
882,5,굽은다리,E/S,3,1805-658,F1-B1,외부,대합(B1)-지상(#4 출구)
883,5,굽은다리,E/S,4,1805-659,F1-B1,외부,대합(B1)-지상(#4 출구)
884,5,명일,E/S,1,1802-528,F1-B1,외부,대합(B1)-지상(#4 출구)
885,5,명일,E/S,2,1802-529,F1-B1,외부,대합(B1)-지상(#4 출구)
886,5,고덕,E/S,1,1805-657,F1-B1,외부,대합(B1)-지상(#4 출구)
887,5,고덕,E/S,2,1803-009,F1-B1,외부,대합(B1)-지상(#4 출구)
888,5,고덕,E/S,3,1811-567,B1-M1,외부,"대합(B1)-외부M(#1,2 출구)"
889,5,고덕,E/S,4,1811-568,B1-M1,외부,"대합(B1)-외부M(#1,2 출구)"
890,5,고덕,E/S,5,1811-569,F1-M1,외부,외부(M1)-지상(#1 출구)
891,5,고덕,E/S,6,1811-570,F1-M1,외부,외부(M1)-지상(#1 출구)
892,5,상일동,E/S,3,1810-791,F1-B1,외부,대합(B1)-지상(#1 출구)
893,5,상일동,E/S,4,1810-792,F1-B1,외부,대합(B1)-지상(#1 출구)
894,5,상일동,E/S,5,1810-787,F1-B1,외부,대합(B1)-지상(#2 출구)
895,5,상일동,E/S,6,1810-788,F1-B1,외부,대합(B1)-지상(#2 출구)
896,5,상일동,E/S,7,1810-797,F1-B1,외부,대합(B1)-지상(#3 출구)
897,5,상일동,E/S,8,1810-798,F1-B1,외부,대합(B1)-지상(#3 출구)
898,5,상일동,E/S,9,1810-795,F1-B1,외부,대합(B1)-지상(#4 출구)
899,5,상일동,E/S,10,1810-796,F1-B1,외부,대합(B1)-지상(#4 출구)
900,5,상일동,E/S,11,1811-737,F1-B1,외부,대합(B1)-지상(#5 출구)
901,5,상일동,E/S,12,1811-738,F1-B1,외부,대합(B1)-지상(#5 출구)
902,5,상일동,E/S,13,1811-739,F1-B1,외부,대합(B1)-지상(#6 출구)
903,5,상일동,E/S,14,1811-740,F1-B1,외부,대합(B1)-지상(#6 출구)
904,5,상일동,E/S,15,1811-723,F1-B1,외부,대합(B1)-지상(#7 출구)
905,5,상일동,E/S,16,1811-724,F1-B1,외부,대합(B1)-지상(#7 출구)
906,5,상일동,E/S,17,1811-725,F1-B1,외부,대합(B1)-지상(#8 출구)
907,5,상일동,E/S,18,1811-726,F1-B1,외부,대합(B1)-지상(#8 출구)
908,5(연),강일,E/S,1,1181-741,B3-B2,,B3-B2
909,5(연),강일,E/S,2,1181-742,B2-B3,,B2-B3
910,5(연),강일,E/S,3,1181-743,B3-B2,,B3-B2
911,5(연),강일,E/S,4,1181-744,B2-B3,,B2-B3
912,5(연),강일,E/S,5,1181-745,B3-B2,,B3-B2
913,5(연),강일,E/S,6,1181-746,B2-B3,,B2-B3
914,5(연),강일,E/S,7,1181-747,B3-B2,,B3-B2
915,5(연),강일,E/S,8,1181-748,B2-B3,,B2-B3
916,5(연),강일,E/S,9,1181-749,1번출구(UP),,1번출구(UP)
917,5(연),강일,E/S,10,1181-750,1번출구(DN),,1번출구(DN)
918,5(연),강일,E/S,13,1181-751,3번출구(UP),,3번출구(UP)
919,5(연),강일,E/S,14,1181-752,3번출구(DN),,3번출구(DN)
920,5(연),강일,E/S,15,1181-753,4번출구(UP),,4번출구(UP)
921,5(연),강일,E/S,16,1181-754,4번출구(DN),,4번출구(DN)
922,5(연),미사,E/S,1,3813-238,B1-B2,내부,승강장(B2) - 대합실(B1)
923,5(연),미사,E/S,2,3813-237,B1-B2,내부,승강장(B2) - 대합실(B1)
924,5(연),미사,E/S,3,3813-242,B1-B2,내부,승강장(B2) - 대합실(B1)
925,5(연),미사,E/S,4,3813-241,B1-B2,내부,승강장(B2) - 대합실(B1)
926,5(연),미사,E/S,5,3813-240,B1-B2,내부,승강장(B2) - 대합실(B1)
927,5(연),미사,E/S,6,3813-239,B1-B2,내부,승강장(B2) - 대합실(B1)
928,5(연),미사,E/S,7,3811-800,F1-B1,외부,대합실(B1) - 지상(1번출입구)
929,5(연),미사,E/S,8,3811-799,F1-B1,외부,대합실(B1) - 지상(1번출입구)
930,5(연),미사,E/S,9,3811-804,F1-B1,외부,대합실(B1) - 지상(2번출입구)
931,5(연),미사,E/S,10,3811-803,F1-B1,외부,대합실(B1) - 지상(2번출입구)
932,5(연),미사,E/S,11,3811-794,F1-B1,외부,대합실(B1) - 지상(4번출입구)
933,5(연),미사,E/S,12,3811-793,F1-B1,외부,대합실(B1) - 지상(4번출입구)
934,5(연),미사,E/S,13,3811-789,F1-B1,외부,대합실(B1) - 지상(5번출입구)
935,5(연),미사,E/S,14,3811-790,F1-B1,외부,대합실(B1) - 지상(5번출입구)
936,5(연),미사,E/S,15,3811-792,F1-B1,외부,대합실(B1) - 지상(6번출입구)
937,5(연),미사,E/S,16,3811-791,F1-B1,외부,대합실(B1) - 지상(6번출입구)
938,5(연),미사,E/S,17,3811-802,F1-B1,외부,대합실(B1) - 지상(7번출입구)
939,5(연),미사,E/S,18,3811-801,F1-B1,외부,대합실(B1) - 지상(7번출입구)
940,5(연),미사,E/S,19,3811-796,F1-B1,외부,대합실(B1) - 지상(9번출입구)
941,5(연),미사,E/S,20,3811-795,F1-B1,외부,대합실(B1) - 지상(9번출입구)
942,5(연),미사,E/S,21,3811-798,F1-B1,외부,대합실(B1) - 지상(10번출입구)
943,5(연),미사,E/S,22,3811-797,F1-B1,외부,대합실(B1) - 지상(10번출입구)
944,5(연),하남풍산,E/S,1,3813-248,B1-B2,내부,승강장(B2) - 대합실(B1)
945,5(연),하남풍산,E/S,2,3813-249,B1-B2,내부,승강장(B2) - 대합실(B1)
946,5(연),하남풍산,E/S,3,3813-254,B1-B2,내부,승강장(B2) - 대합실(B1)
947,5(연),하남풍산,E/S,4,3813-255,B1-B2,내부,승강장(B2) - 대합실(B1)
948,5(연),하남풍산,E/S,5,3813-250,B1-B2,내부,승강장(B2) - 대합실(B1)
949,5(연),하남풍산,E/S,6,3813-251,B1-B2,내부,승강장(B2) - 대합실(B1)
950,5(연),하남풍산,E/S,7,3813-252,B1-B2,내부,승강장(B2) - 대합실(B1)
951,5(연),하남풍산,E/S,8,3813-253,B1-B2,내부,승강장(B2) - 대합실(B1)
952,5(연),하남풍산,E/S,9,3811-757,F1-B1,외부,썬큰광장(B1) - 지상(1번출입구)
953,5(연),하남풍산,E/S,10,3811-758,F1-B1,외부,썬큰광장(B1) - 지상(1번출입구)
954,5(연),하남풍산,E/S,11,3811-759,F1-B1,외부,썬큰광장(B1) - 지상(2번출입구)
955,5(연),하남풍산,E/S,12,3811-760,F1-B1,외부,썬큰광장(B1) - 지상(2번출입구)
956,5(연),하남풍산,E/S,13,3811-761,F1-B1,외부,대합실(B1) - 지상(3번출입구)
957,5(연),하남풍산,E/S,14,3811-762,F1-B1,외부,대합실(B1) - 지상(3번출입구)
958,5(연),하남풍산,E/S,15,3811-763,F1-B1,외부,대합실(B1) - 지상(4번출입구)
959,5(연),하남풍산,E/S,16,3811-764,F1-B1,외부,대합실(B1) - 지상(4번출입구)
960,5(연),하남풍산,E/S,17,3811-765,F1-B1,외부,대합실(B1) - 지상(5번출입구)
961,5(연),하남풍산,E/S,18,3811-766,F1-B1,외부,대합실(B1) - 지상(5번출입구)
962,5(연),하남풍산,E/S,19,3811-767,F1-B1,외부,대합실(B1) - 지상(6번출입구)
963,5(연),하남풍산,E/S,20,3811-768,F1-B1,외부,대합실(B1) - 지상(6번출입구)
964,5(연),하남풍산,E/S,21,3811-769,F1-B1,외부,대합실(B1) - 지상(7번출입구)
965,5(연),하남풍산,E/S,22,3811-770,F1-B1,외부,대합실(B1) - 지상(7번출입구)
966,5(연),하남풍산,E/S,23,3811-771,F1-B1,외부,대합실(B1) - 지상(8번출입구)
967,5(연),하남풍산,E/S,24,3811-772,F1-B1,외부,대합실(B1) - 지상(8번출입구)
968,5(연),하남시청,E/S,1,3811-935,M-1,외부,M-1
969,5(연),하남시청,E/S,2,3811-936,1-M,외부,1-M
970,5(연),하남시청,E/S,3,3811-937,-,,-
971,5(연),하남시청,E/S,4,3811-938,M-1,외부,M-1
972,5(연),하남시청,E/S,5,3811-939,M-1,외부,M-1
973,5(연),하남시청,E/S,6,3811-940,M-1,외부,M-1
974,5(연),하남시청,E/S,7,3811-941,B1-M1,내부,B1-M1
975,5(연),하남시청,E/S,8,3811-942,M-B1,내부,M-B1
976,5(연),하남시청,E/S,9,3811-943,-,,-
977,5(연),하남시청,E/S,10,3811-944,-,,-
978,5(연),하남시청,E/S,11,3811-945,B1-M,내부,B1-M
979,5(연),하남시청,E/S,12,3811-946,M-B1,내부,M-B1
980,5(연),하남시청,E/S,13,3811-947,B1-M,내부,B1-M
981,5(연),하남시청,E/S,14,3811-948,M-B1,내부,M-B1
982,5(연),하남시청,E/S,15,3811-949,B2-B1,내부,B2-B1
983,5(연),하남시청,E/S,16,3811-950,B2-B1,내부,B2-B1
984,5(연),하남시청,E/S,17,3811-951,B1-B2,내부,B1-B2
985,5(연),하남시청,E/S,18,3811-952,B1-B2,내부,B1-B2
986,5(연),하남시청,E/S,19,3811-953,B2-B1,내부,B2-B1
987,5(연),하남시청,E/S,20,3811-954,B1-B2,내부,B1-B2
988,5(연),하남시청,E/S,21,3811-955,B2-B1,내부,B2-B1
989,5(연),하남시청,E/S,22,3811-956,B1-B2,내부,B1-B2
990,5(연),하남시청,E/S,23,3811-975,M-1,외부,M-1
991,5(연),하남시청,E/S,24,3811-982,1-M,외부,1-M
992,5(연),하남시청,E/S,25,3811-983,1-M,외부,1-M
993,5(연),하남시청,E/S,26,3811-984,M-1,외부,M-1
994,5(연),하남시청,E/S,27,3811-985,M-B1,내부,M-B1
995,5(연),하남시청,E/S,28,3811-986,B1-M,내부,B1-M
996,5(연),하남검단산,E/S,1,3811-859,B3-B2,내부,B3-B2
997,5(연),하남검단산,E/S,2,3811-860,B2-B3,내부,B2-B3
998,5(연),하남검단산,E/S,3,3811-861,B3-B2,내부,B3-B2
999,5(연),하남검단산,E/S,4,3811-862,B2-B3,내부,B2-B3
1000,5(연),하남검단산,E/S,5,3811-863,B3-B2,내부,B3-B2
1001,5(연),하남검단산,E/S,6,3811-864,B2-B3,내부,B2-B3
1002,5(연),하남검단산,E/S,7,3811-865,B3-B2,내부,B3-B2
1003,5(연),하남검단산,E/S,8,3811-866,B2-B3,내부,B2-B3
1004,5(연),하남검단산,E/S,9,3811-867,B2-B1,내부,B2-B1
1005,5(연),하남검단산,E/S,10,3811-868,B1-B2,내부,B1-B2
1006,5(연),하남검단산,E/S,11,3811-869,B2-B1,내부,B2-B1
1007,5(연),하남검단산,E/S,12,3811-870,B1-B2,내부,B1-B2
1008,5(연),하남검단산,E/S,13,3811-871,B2-1,1번출구-1,B2-1
1009,5(연),하남검단산,E/S,14,3811-872,1-B2,1번출구-2,1-B2
1010,5(연),하남검단산,E/S,19,3811-873,B2-1,4번출구-1,B2-1
1011,5(연),하남검단산,E/S,20,3811-874,1-B2,4번출구-2,1-B2
1012,5(연),하남검단산,E/S,15,3811-875,B2-1,2번출구-1,B2-1
1013,5(연),하남검단산,E/S,16,3811-876,1-B2,2번출구-2,1-B2
1014,5(연),하남검단산,E/S,17,3811-877,B2-1,3번출구-1,B2-1
1015,5(연),하남검단산,E/S,18,3811-878,1-B2,3번출구-2,1-B2
1016,5,둔촌동,E/S,1,1801-842,F1-BM1,내부,대합(B1)-BM1
1017,5,둔촌동,E/S,2,1801-843,F1-BM1,내부,대합(B1)-BM1
1018,5,둔촌동,E/S,3,1801-844,F1-BM1,내부,대합(B1)-BM1
1019,5,둔촌동,E/S,4,1801-845,F1-BM1,내부,대합(B1)-BM1
1020,5,올림픽공원,E/S,1,1809-917,B2-B3,내부,대합(B2)-승강장(B3)
1021,5,올림픽공원,E/S,2,1809-920,B2-B3,내부,대합(B2)-승강장(B3)
1022,5,올림픽공원,E/S,3,1811-199,B2-B3,내부,대합(B2)-승강장(B3)
1023,5,올림픽공원,E/S,4,1811-200,B2-B3,내부,대합(B2)-승강장(B3)
1024,5,방이,E/S,1,1808-714,F1-B1,외부,대합(B1)-지상(#4 출구)
1025,5,방이,E/S,2,1808-715,F1-B1,외부,대합(B1)-지상(#4 출구)
1026,5,오금,E/S,1,1801-959,BM1-B1,내부,대합(B1)-BM1
1027,5,오금,E/S,2,1801-960,BM1-B1,내부,대합(B1)-BM1
1028,5,오금,E/S,3,1801-961,BM1-B1,내부,대합(B1)-BM1
1029,5,오금,E/S,4,1805-669,B2-B3(UP),내부,환/대합(B3)-상/승강(B2)
1030,5,오금,E/S,5,1805-670,B2-B3(DN),내부,환/대합(B3)-상/승강(B2)
1031,5,오금,E/S,6,1805-671,B2-B3(UP),내부,환/대합(B3)-하/승강(B2)
1032,5,오금,E/S,7,1805-672,B2-B3(DN),내부,환/대합(B3)-하/승강(B2)
1033,5,개롱,E/S,1,1805-655,F1-B1(DN),외부,대합(B1)-F1(#3 출구)
1034,5,개롱,E/S,2,1805-656,F1-B1(UP),외부,대합(B1)-F1(#3 출구)
1035,5,거여,E/S,1,1801-962,BM1-B1,내부,대합(B1)-BM1
1036,5,거여,E/S,2,1801-963,BM1-B1,내부,대합(B1)-BM1
1037,5,마천,E/S,1,1801-971,B2-B4,내부,시/승강(B4)-대합(B2)
1038,5,마천,E/S,2,1801-972,B2-B4,내부,시/승강(B4)-대합(B2)
1039,5,마천,E/S,3,1801-973,B2-B4,내부,종/승강(B4)-대합(B2)
1040,5,마천,E/S,4,1801-974,B2-B4,내부,종/승강(B4)-대합(B2)
1041,5,마천,E/S,5,1801-975,F1-B1,외부,대합(B1)-지상(#1 출구)
1042,5,마천,E/S,6,1801-976,F1-B1,외부,대합(B1)-지상(#1 출구)
1043,5,마천,E/S,7,1805-635,B1-B2,내부,대합(B1)-BM2
1044,5,마천,E/S,8,1805-636,B1-B2,내부,대합(B1)-BM2
1045,5,마천,E/S,9,1805-637,F1-B1,외부,대합(B1)-지상(#2 출구)
1046,5,마천,E/S,10,1805-638,F1-B1,외부,대합(B1)-지상(#2 출구)
1047,6,응암,E/S,1,1808-105,B1-B1,내부,대합(B1)-BM1
1048,6,응암,E/S,2,1808-106,B1-B1,내부,대합(B1)-BM1
1049,6,응암,E/S,3,1809-469,F1-BM1,외부,BM1-지상(#2 출구)
1050,6,응암,E/S,4,1809-470,F1-BM1,외부,BM1-지상(#2 출구)
1051,6,역촌,E/S,1,1800-574,B1-B4,내부,하/승강(B4)-대합(B1)
1052,6,역촌,E/S,2,1800-575,B1-B4,내부,하/승강(B4)-대합(B1)
1053,6,역촌,E/S,3,1808-101,F1-B1,외부,대합(B1)-지상(#4 출구)
1054,6,역촌,E/S,4,1808-102,F1-B1,외부,대합(B1)-지상(#4 출구)
1055,6,역촌,E/S,5,1808-103,F1-B1,외부,대합(B1)-지상(#2 출구)
1056,6,역촌,E/S,6,1808-104,F1-B1,외부,대합(B1)-지상(#2 출구)
1057,6,불광,E/S,1,1800-983,B2-B4,내부,시/승강(B4)-대합(B2)
1058,6,불광,E/S,2,1800-984,B2-B4,내부,시/승강(B4)-대합(B2)
1059,6,불광,E/S,3,1800-985,B2-B4,내부,종/승강(B4)-대합(B2)
1060,6,불광,E/S,4,1800-986,B2-B4,내부,종/승강(B4)-대합(B2)
1061,6,불광,E/S,5,1800-987,BM2-B2,내부,대합(B2)-환승(BM2)
1062,6,불광,E/S,6,1800-988,BM2-B2,내부,대합(B2)-환승(BM2)
1063,6,불광,E/S,7,1800-989,BM2-B2,내부,대합(B2)-환승(BM2)
1064,6,불광,E/S,8,1800-990,BM2-B2,내부,대합(B2)-환승(BM2)
1065,6,불광,E/S,9,1800-991,BM1-B1,내부,대합(B1)-BM1
1066,6,불광,E/S,10,1800-992,BM1-B1,내부,대합(B1)-BM1
1067,6,불광,E/S,11,1800-993,BM1-B1,내부,대합(B1)-BM1
1068,6,불광,E/S,12,1800-994,BM1-B1,내부,대합(B1)-BM1
1069,6,독바위,E/S,1,1800-836,B5-B6,내부,하/승강(B6)-대합(B5)
1070,6,독바위,E/S,2,1800-837,B5-B6,내부,하/승강(B6)-대합(B5)
1071,6,독바위,E/S,3,1800-838,B3-B5,내부,대합(B5)-대합(B3)
1072,6,독바위,E/S,4,1800-839,B3-B5,내부,대합(B5)-대합(B3)
1073,6,독바위,E/S,5,1800-840,B1-B3,내부,대합(B3)-대합(B1)
1074,6,독바위,E/S,6,1800-841,B1-B3,내부,대합(B3)-대합(B1)
1075,6,독바위,E/S,7,1800-842,BM1-B1,내부,대합(B1)-BM1
1076,6,독바위,E/S,8,1800-843,F1-BM1,외부,BM1-지상(#1 출구)
1077,6,연신내,E/S,1,1800-598,B3-B5,내부,하/승강(B5)-대합(B3)
1078,6,연신내,E/S,2,1800-599,B3-B5,내부,하/승강(B5)-대합(B3)
1079,6,연신내,E/S,3,1800-600,B3-B5,내부,하/승강(B5)-대합(B3)
1080,6,연신내,E/S,4,1800-595,B1-B3,내부,대합(B3)-대합(B1)
1081,6,연신내,E/S,5,1800-596,B1-B3,내부,대합(B3)-대합(B1)
1082,6,연신내,E/S,6,1800-597,B1-B3,내부,대합(B3)-대합(B1)
1083,6,구산,E/S,1,1800-591,B1-B4,내부,하/승강(B4)-대합(B1)
1084,6,구산,E/S,2,1800-592,B1-B4,내부,하/승강(B4)-대합(B1)
1085,6,새절,E/S,1,1809-467,B1-B2,내부,상/승강(B2)-대합(B1)
1086,6,새절,E/S,2,1809-468,B2-B1,내부,상/승강(B2)-대합(B1)
1087,6,새절,E/S,3,1809-465,B2-B1,내부,하/승강(B2)-대합(B1)
1088,6,새절,E/S,4,1809-466,B2-B1,내부,하/승강(B2)-대합(B1)
1089,6,증산,E/S,1,1800-397,BM1-B1,내부,대합(B1)-BM1
1090,6,증산,E/S,2,1800-398,BM1-B1,내부,대합(B1)-BM1
1091,6,증산,E/S,3,1809-463,B1-B2,내부,상/승강(B2)-대합(B1)
1092,6,증산,E/S,4,1809-464,B1-B2,내부,상/승강(B2)-대합(B1)
1093,6,증산,E/S,5,1809-461,B1-B2,내부,하/승강(B2)-대합(B1)
1094,6,증산,E/S,6,1809-462,B1-B2,내부,하/승강(B2)-대합(B1)
1095,6,디지털미디어시티,E/S,1,1808-915,B1-B2,내부,상/시/승강(B2)-대(B1)
1096,6,디지털미디어시티,E/S,2,1808-916,B1-B2,내부,하/시/승강(B2)-대(B1)
1097,6,디지털미디어시티,E/S,3,1808-917,B1-B2,내부,상/종/승강(B2)-대(B1)
1098,6,디지털미디어시티,E/S,4,1808-918,B1-B2,내부,하/종/승강(B2)-대(B1)
1099,6,디지털미디어시티,E/S,5,1808-919,F1-B1,외부,대합(B1)-지상(#4 출구)
1100,6,디지털미디어시티,E/S,6,1808-920,F1-B1,외부,대합(B1)-지상(#4 출구)
1101,6,디지털미디어시티,E/S,7,1808-921,F1-B1,외부,대합(B1)-지상(#2 출구)
1102,6,디지털미디어시티,E/S,8,1808-922,F1-B1,외부,대합(B1)-지상(#2 출구)
1103,6,월드컵경기장,E/S,1,1800-851,F1-B1,외부,B1-지상(#3 출구)
1104,6,월드컵경기장,E/S,2,1800-852,F1-B1,외부,B1-지상(#3 출구)
1105,6,월드컵경기장,E/S,3,1800-853,F1-B1,외부,B1-지상(#3 출구)
1106,6,월드컵경기장,E/S,4,1800-854,F1-B1,외부,B1-지상(#3 출구)
1107,6,월드컵경기장,E/S,5,1800-855,F1-B1,외부,B1-지상(#2 출구)
1108,6,월드컵경기장,E/S,6,1800-856,F1-B1,외부,B1-지상(#2 출구)
1109,6,월드컵경기장,E/S,7,1800-857,F1-B1,외부,B1-지상(#2 출구)
1110,6,월드컵경기장,E/S,8,1800-858,F1-B1,외부,B1-지상(#2 출구)
1111,6,월드컵경기장,E/S,9,1800-584,F1-B1,외부,대합(B1)-지상(#1 출구)
1112,6,월드컵경기장,E/S,10,1800-768,F1-B1,외부,대합(B1)-지상(#1 출구)
1113,6,월드컵경기장,E/S,11,1800-769,F1-B1,외부,대합(B1)-지상(#1 출구)
1114,6,월드컵경기장,E/S,12,1800-800,F1-B1,외부,대합(B1)-지상(#1 출구)
1115,6,마포구청,E/S,1,1800-867,F1-BM1,외부,BM1-지상(#1 출구)
1116,6,마포구청,E/S,2,1800-868,F1-BM1,외부,BM1-지상(#1 출구)
1117,6,마포구청,E/S,3,1800-846,F1-BM1,외부,BM1-지상(#8 출구)
1118,6,마포구청,E/S,4,1800-869,F1-B1,외부,대합(B1)-지상(#3 출구)
1119,6,마포구청,E/S,5,1800-870,F1-B1,외부,대합(B1)-지상(#3 출구)
1120,6,마포구청,E/S,6,1800-871,F1-B1,외부,대합(B1)-지상(#4 출구)
1121,6,마포구청,E/S,7,1800-872,F1-B1,외부,대합(B1)-지상(#4 출구)
1122,6,마포구청,E/S,8,1800-875,F1-BM1,외부,BM1-지상(#5 출구)
1123,6,마포구청,E/S,9,1800-876,F1-BM1,외부,BM1-지상(#5 출구)
1124,6,마포구청,E/S,10,1800-873,BM1-B1,내부,대합(B1)-BM1
1125,6,마포구청,E/S,11,1800-874,BM1-B1,내부,대합(B1)-BM1
1126,6,마포구청,E/S,12,1810-496,BM1-F1,외부,BM1-지상(#8 출구)
1127,6,망원,E/S,1,1800-899,BM1-B1,내부,대합(B1)-BM1
1128,6,망원,E/S,2,1800-900,BM1-B1,내부,대합(B1)-BM1
1129,6,합정,E/S,1,1808-923,B3-B4,내부,상/승강(B4)-대합(B3)
1130,6,합정,E/S,2,1808-924,B3-B4,내부,하/승강(B4)-대합(B3)
1131,6,합정,E/S,3,1808-925,B3-B4,내부,하/승강(B4)-대합(B3)
1132,6,합정,E/S,4,1808-926,B2-B3(환승통로),내부,대합(B3)-환승(B2)
1133,6,합정,E/S,5,1808-927,B2-B3(환승통로),내부,대합(B3)-환승(B2)
1134,6,합정,E/S,6,1808-928,B2-B3(환승통로),내부,대합(B3)-환승(B2)
1135,6,합정,E/S,7,1808-929,B2-B3(환승통로),내부,대합(B3)-환승(B2)
1136,6,합정,E/S,8,1808-930,B1-B3,내부,대합(B3)-대합(B1)
1137,6,합정,E/S,9,1808-931,B1-B3,내부,대합(B3)-대합(B1)
1138,6,합정,E/S,10,1808-932,F1-B1,외부,대합(B1)-지상(#5 출구)
1139,6,합정,E/S,15,1810-127,F1-B1,외부,대합(B1)-지상(#8 출구)
1140,6,합정,E/S,16,1810-128,F1-B1,외부,대합(B1)-지상(#8 출구)
1141,6,합정,E/S,11,1809-205,F1-B1,외부,대합(B1)-지상(#9 출구)
1142,6,합정,E/S,12,1809-206,F1-B1,외부,대합(B1)-지상(#9 출구)
1143,6,합정,E/S,13,1809-220,F1-B1,외부,대합(B1)-지상(#10 출구)
1144,6,합정,E/S,14,1809-221,F1-B1,외부,대합(B1)-지상(#10 출구)
1145,6,합정,E/S,15,1806-440,F1-B1,외부,대합(B1)-지상(#8-1 출구)
1146,6,합정,E/S,16,1806-439,F1-B1,외부,대합(B1)-지상(#8-1 출구)
1147,6,상수,E/S,1,1808-933,B2-B3,내부,중앙/승강(B3)-대합(B2)
1148,6,상수,E/S,2,1808-934,B2-B3,내부,중앙/승강(B3)-대합(B2)
1149,6,상수,E/S,3,1808-937,B1-B2,내부,대합(B2)-대합(B1)
1150,6,상수,E/S,4,1808-938,B1-B2,내부,대합(B2)-대합(B1)
